schlcode,sc_size,sc_boys,sc_girls,mrkgrm,mrkmth,classize,pct_dis,class_id,regioncode,n_classes
51312,71,35,36,71,67,33,23,1643,Reg4,2
51313,68,34,34,67,68,33,9,1645,Reg5,2
51313,68,34,34,67,68,35,9,1644,Reg5,2
51314,117,49,68,77,74,29,11,1646,Reg5,4
51314,117,49,68,77,74,30,11,1647,Reg5,4
51314,117,49,68,77,74,28,11,1649,Reg5,4
51314,117,49,68,77,74,30,11,1648,Reg5,4
51315,80,40,40,74,70,40,9,1650,Reg5,2
51315,80,40,40,74,70,40,9,1651,Reg5,2
51316,54,24,30,79,81,28,2,1652,Reg6,2
51316,54,24,30,79,81,26,2,1653,Reg6,2
51317,107,55,52,75,67,37,8,1654,Reg5,3
51317,107,55,52,75,67,35,8,1656,Reg5,3
51317,107,55,52,75,67,35,8,1655,Reg5,3
51318,97,50,47,81,80,30,4,1657,Reg5,3
51318,97,50,47,81,80,33,4,1658,Reg5,3
51318,97,50,47,81,80,34,4,1659,Reg5,3
51319,65,33,32,74,69,31,8,1660,Reg3,2
51319,65,33,32,74,69,34,8,1661,Reg3,2
51320,117,57,60,64,60,38,5,1663,Reg5,3
51320,117,57,60,64,60,39,5,1664,Reg5,3
51320,117,57,60,64,60,40,5,1662,Reg5,3
51322,43,22,21,81,74,24,1,1665,Reg4,2
51322,43,22,21,81,74,19,1,1666,Reg4,2
51323,40,19,21,83,82,40,2,1667,Reg4,1
51324,133,75,58,72,64,32,10,1668,Reg5,4
51324,133,75,58,72,64,35,10,1669,Reg5,4
51324,133,75,58,72,64,35,10,1671,Reg5,4
51324,133,75,58,72,64,31,10,1670,Reg5,4
51330,114,47,67,72,59,40,8,1672,Reg5,3
51330,114,47,67,72,59,38,8,1673,Reg5,3
51330,114,47,67,72,59,36,8,1674,Reg5,3
51331,81,46,35,82,79,35,6,1675,Reg3,2
51331,81,46,35,82,79,37,6,1676,Reg3,2
51332,115,57,58,77,76,40,4,1677,Reg3,3
51332,115,57,58,77,76,40,4,1678,Reg3,3
51332,115,57,58,77,76,35,4,1679,Reg3,3
51333,115,56,59,81,78,38,6,1681,Reg5,3
51333,115,56,59,81,78,39,6,1682,Reg5,3
51333,115,56,59,81,78,38,6,1680,Reg5,3
51334,116,54,62,82,79,40,0,1683,Reg4,3
51334,116,54,62,82,79,39,0,1685,Reg4,3
51334,116,54,62,82,79,37,0,1684,Reg4,3
51335,77,46,31,73,63,38,3,1686,Reg6,2
51335,77,46,31,73,63,39,3,1687,Reg6,2
51338,79,34,45,68,65,39,12,1688,Reg5,2
51338,79,34,45,68,65,40,12,1689,Reg5,2
51339,70,32,38,85,83,34,18,1690,Reg5,2
51339,70,32,38,85,83,36,18,1691,Reg5,2
51340,72,38,34,76,72,29,8,1692,Reg4,2
51340,72,38,34,76,72,32,8,1693,Reg4,2
51341,89,46,43,69,68,31,10,1694,Reg5,3
51341,89,46,43,69,68,29,10,1695,Reg5,3
51341,89,46,43,69,68,29,10,1696,Reg5,3
51346,111,49,62,62,61,37,13,1698,Reg5,3
51346,111,49,62,62,61,36,13,1699,Reg5,3
51346,111,49,62,62,61,38,13,1697,Reg5,3
51347,117,67,50,71,62,39,4,1700,Reg5,3
51347,117,67,50,71,62,40,4,1702,Reg5,3
51347,117,67,50,71,62,38,4,1701,Reg5,3
51352,113,53,60,80,80,32,3,1703,Reg5,3
51352,113,53,60,80,80,34,3,1705,Reg5,3
51352,113,53,60,80,80,34,3,1704,Reg5,3
51353,50,23,27,73,70,26,9,1706,Reg5,2
51353,50,23,27,73,70,24,9,1707,Reg5,2
51354,111,50,61,68,65,37,6,1708,Reg5,3
51354,111,50,61,68,65,39,6,1709,Reg5,3
51354,111,50,61,68,65,35,6,1710,Reg5,3
51356,21,12,9,79,64,21,23,1711,Reg3,1
51360,92,42,50,70,68,25,3,1712,Reg5,3
51360,92,42,50,70,68,33,3,1713,Reg5,3
51360,92,42,50,70,68,31,3,1714,Reg5,3
51361,86,49,37,77,75,29,5,1715,Reg5,3
51361,86,49,37,77,75,31,5,1716,Reg5,3
51361,86,49,37,77,75,26,5,1717,Reg5,3
51364,54,29,25,82,81,26,9,1719,Reg5,2
51364,54,29,25,82,81,28,9,1718,Reg5,2
51365,73,33,40,89,87,38,0,1720,Reg4,2
51365,73,33,40,89,87,35,0,1721,Reg4,2
51368,66,42,24,90,83,34,1,1723,Reg4,2
51368,66,42,24,90,83,32,1,1724,Reg4,2
51369,56,27,29,66,57,28,10,1726,Reg5,2
51369,56,27,29,66,57,28,10,1725,Reg5,2
51371,115,52,63,73,71,40,4,1727,Reg5,3
51371,115,52,63,73,71,38,4,1728,Reg5,3
51371,115,52,63,73,71,37,4,1729,Reg5,3
51372,116,64,52,67,62,40,9,1730,Reg5,3
51372,116,64,52,67,62,40,9,1731,Reg5,3
51372,116,64,52,67,62,36,9,1732,Reg5,3
51375,55,26,29,63,71,28,16,1733,Reg3,2
51375,55,26,29,63,71,27,16,1734,Reg3,2
51412,30,18,12,74,66,30,3,1735,Reg5,1
61001,57,34,23,72,71,29,45,1736,Reg1,2
61001,57,34,23,72,71,28,45,1737,Reg1,2
61003,74,40,34,73,66,31,10,1738,Reg3,2
61003,74,40,34,73,66,33,10,1739,Reg3,2
61004,34,18,16,73,75,34,14,1740,Reg3,1
61005,56,33,23,74,65,28,26,1741,Reg2,2
61005,56,33,23,74,65,28,26,1742,Reg2,2
61006,31,12,19,65,67,31,33,1743,Reg1,1
61009,80,37,43,75,74,40,15,1746,Reg1,2
61009,80,37,43,75,74,40,15,1747,Reg1,2
61012,77,30,47,75,76,38,7,1748,Reg5,2
61012,77,30,47,75,76,39,7,1749,Reg5,2
61013,47,24,23,64,67,23,32,1750,Reg5,2
61013,47,24,23,64,67,24,32,1751,Reg5,2
61016,65,35,30,61,56,34,28,1752,Reg5,2
61016,65,35,30,61,56,35,28,1753,Reg5,2
61018,57,28,29,79,71,27,14,1754,Reg5,2
61018,57,28,29,79,71,30,14,1755,Reg5,2
61020,86,49,37,64,66,36,48,1757,Reg5,2
61020,86,49,37,64,66,39,48,1758,Reg5,2
61021,93,46,47,73,68,32,4,1759,Reg1,3
61021,93,46,47,73,68,31,4,1760,Reg1,3
61021,93,46,47,73,68,30,4,1761,Reg1,3
61022,19,10,9,79,77,19,1,1762,Reg1,1
61023,98,51,47,66,63,34,23,1763,Reg6,3
61023,98,51,47,66,63,36,23,1764,Reg6,3
61023,98,51,47,66,63,30,23,1765,Reg6,3
61025,66,38,28,55,59,36,23,1766,Reg6,2
61025,66,38,28,55,59,34,23,1767,Reg6,2
61026,60,31,29,64,63,25,31,1768,Reg6,2
61026,60,31,29,64,63,25,31,1769,Reg6,2
61027,92,50,42,53,54,29,31,1770,Reg6,3
61027,92,50,42,53,54,29,31,1772,Reg6,3
61027,92,50,42,53,54,30,31,1771,Reg6,3
61029,95,55,40,68,64,36,14,1773,Reg6,3
61029,95,55,40,68,64,25,14,1774,Reg6,3
61029,95,55,40,68,64,26,14,1775,Reg6,3
61030,65,36,29,68,68,34,15,1777,Reg6,2
61030,65,36,29,68,68,32,15,1776,Reg6,2
61032,101,44,57,68,62,34,17,1779,Reg6,3
61032,101,44,57,68,62,35,17,1781,Reg6,3
61032,101,44,57,68,62,33,17,1780,Reg6,3
61033,97,42,55,63,61,34,10,1782,Reg6,3
61033,97,42,55,63,61,34,10,1783,Reg6,3
61033,97,42,55,63,61,31,10,1784,Reg6,3
61035,35,23,12,52,44,35,38,1785,Reg6,1
61037,69,36,33,77,70,35,20,1786,Reg6,2
61037,69,36,33,77,70,34,20,1787,Reg6,2
61038,56,29,27,69,63,28,40,1788,Reg6,2
61038,56,29,27,69,63,28,40,1789,Reg6,2
61040,28,20,8,69,64,28,53,1790,Reg6,1
61042,30,10,20,72,59,30,45,1791,Reg2,1
61043,15,9,6,71,79,15,13,1792,Reg1,1
61047,17,11,6,81,76,17,36,1793,Reg2,1
61049,84,43,41,75,64,43,2,1795,Reg1,2
61049,84,43,41,75,64,41,2,1794,Reg1,2
61055,63,38,25,78,72,26,9,1796,Reg2,2
61055,63,38,25,78,72,24,9,1797,Reg2,2
61058,33,10,23,58,58,33,32,1798,Reg3,1
61063,22,12,10,80,69,22,0,1799,Reg1,1
61064,22,8,14,86,74,22,1,1800,Reg1,1
61070,108,52,56,61,57,27,35,1801,Reg2,3
61070,108,52,56,61,57,29,35,1802,Reg2,3
61070,108,52,56,61,57,13,35,1803,Reg2,3
61073,77,37,40,83,81,34,30,1804,Reg2,2
61073,77,37,40,83,81,29,30,1805,Reg2,2
61074,101,48,53,70,69,34,5,1807,Reg2,3
61074,101,48,53,70,69,34,5,1808,Reg2,3
61074,101,48,53,70,69,33,5,1806,Reg2,3
61079,48,23,25,71,70,26,12,1810,Reg1,2
61079,48,23,25,71,70,26,12,1811,Reg1,2
61084,30,16,14,80,63,30,3,1814,Reg1,1
61085,44,22,22,71,70,21,25,1815,Reg1,2
61085,44,22,22,71,70,23,25,1816,Reg1,2
61089,70,33,37,71,67,37,4,1817,Reg1,2
61089,70,33,37,71,67,33,4,1818,Reg1,2
61093,47,0,47,69,66,28,50,1819,Reg1,2
61093,47,0,47,69,66,19,50,1820,Reg1,2
61095,43,18,25,79,63,23,5,1821,Reg1,2
61095,43,18,25,79,63,20,5,1822,Reg1,2
61102,76,43,33,74,76,33,17,1824,Reg3,2
61102,76,43,33,74,76,32,17,1825,Reg3,2
61103,74,42,32,70,67,34,54,1826,Reg3,2
61103,74,42,32,70,67,32,54,1827,Reg3,2
61104,41,21,20,63,62,21,35,1828,Reg3,2
61104,41,21,20,63,62,20,35,1829,Reg3,2
61105,118,61,57,66,56,30,24,1831,Reg2,3
61105,118,61,57,66,56,28,24,1832,Reg2,3
61105,118,61,57,66,56,32,24,1830,Reg2,3
61106,65,31,34,73,62,36,46,1833,Reg2,2
61106,65,31,34,73,62,30,46,1834,Reg2,2
61116,48,18,30,66,65,25,38,1837,Reg2,2
61116,48,18,30,66,65,25,38,1838,Reg2,2
61117,47,24,23,59,54,28,52,1839,Reg2,2
61117,47,24,23,59,54,19,52,1840,Reg2,2
61124,22,10,12,65,70,22,58,1842,Reg2,1
61136,54,19,35,81,77,30,27,1843,Reg1,2
61136,54,19,35,81,77,28,27,1844,Reg1,2
61137,64,28,36,74,68,33,35,1845,Reg1,2
61137,64,28,36,74,68,32,35,1846,Reg1,2
61138,61,34,27,69,62,25,31,1847,Reg5,2
61138,61,34,27,69,62,27,31,1848,Reg5,2
61139,51,26,25,64,70,8,49,1850,Reg5,2
61139,51,26,25,64,70,20,49,1849,Reg5,2
61141,43,26,17,53,50,25,52,1852,Reg3,2
61141,43,26,17,53,50,22,52,1853,Reg3,2
61143,150,80,70,72,71,30,21,1855,Reg3,4
61143,150,80,70,72,71,33,21,1856,Reg3,4
61143,150,80,70,72,71,33,21,1857,Reg3,4
61143,150,80,70,72,71,9,21,1858,Reg3,4
61145,78,40,38,71,61,34,6,1859,Reg3,2
61145,78,40,38,71,61,31,6,1860,Reg3,2
61149,62,29,33,65,63,31,37,1861,Reg3,2
61149,62,29,33,65,63,32,37,1862,Reg3,2
61151,51,51,0,74,75,27,42,1865,Reg1,2
61151,51,51,0,74,75,24,42,1864,Reg1,2
61152,32,15,17,65,60,32,32,1866,Reg2,1
61156,14,8,6,49,56,14,67,1867,Reg5,1
61157,70,36,34,62,62,27,10,1868,Reg3,2
61157,70,36,34,62,62,29,10,1869,Reg3,2
61163,65,38,27,65,66,25,51,1870,Reg5,2
61163,65,38,27,65,66,29,51,1871,Reg5,2
61165,56,30,26,66,63,26,60,1872,Reg6,2
61165,56,30,26,66,63,30,60,1873,Reg6,2
61171,22,13,9,76,58,22,2,1876,Reg2,1
61174,66,28,38,76,73,37,13,1879,Reg1,2
61174,66,28,38,76,73,38,13,1880,Reg1,2
61178,46,19,27,67,62,24,52,1882,Reg3,2
61178,46,19,27,67,62,22,52,1881,Reg3,2
61179,78,41,37,75,71,26,21,1883,Reg2,3
61179,78,41,37,75,71,27,21,1884,Reg2,3
61179,78,41,37,75,71,27,21,1885,Reg2,3
61183,97,44,53,79,73,30,11,1886,Reg5,3
61183,97,44,53,79,73,33,11,1887,Reg5,3
61183,97,44,53,79,73,26,11,1888,Reg5,3
61186,66,29,37,74,69,34,4,1889,Reg2,2
61186,66,29,37,74,69,34,4,1890,Reg2,2
61188,70,36,34,74,62,36,20,1891,Reg1,2
61188,70,36,34,74,62,36,20,1892,Reg1,2
61193,56,24,32,74,75,29,17,1894,Reg6,2
61193,56,24,32,74,75,27,17,1895,Reg6,2
61196,50,24,26,60,50,26,23,1896,Reg1,2
61196,50,24,26,60,50,27,23,1897,Reg1,2
61197,56,28,28,69,67,20,42,1898,Reg1,2
61197,56,28,28,69,67,23,42,1899,Reg1,2
61198,8,2,6,81,71,8,0,1900,Reg2,1
61199,55,29,26,71,67,23,46,1901,Reg5,2
61199,55,29,26,71,67,23,46,1902,Reg5,2
61202,67,29,38,66,66,36,19,1903,Reg3,2
61202,67,29,38,66,66,33,19,1904,Reg3,2
61204,66,32,34,72,69,34,17,1906,Reg3,2
61204,66,32,34,72,69,33,17,1907,Reg3,2
61205,46,27,19,67,53,23,35,1908,Reg2,2
61205,46,27,19,67,53,23,35,1909,Reg2,2
61209,8,6,2,83,81,8,3,1910,Reg1,1
61213,56,28,28,65,60,27,0,1913,Reg2,2
61213,56,28,28,65,60,27,0,1912,Reg2,2
61219,73,39,34,68,62,37,5,1915,Reg3,2
61219,73,39,34,68,62,39,5,1916,Reg3,2
61221,71,33,38,70,65,36,26,1918,Reg3,2
61221,71,33,38,70,65,35,26,1919,Reg3,2
61223,50,0,50,64,60,26,24,1920,Reg2,2
61223,50,0,50,64,60,24,24,1921,Reg2,2
61224,48,29,19,71,65,23,1,1923,Reg2,2
61224,48,29,19,71,65,26,1,1922,Reg2,2
61227,52,25,27,54,66,29,33,1924,Reg6,2
61227,52,25,27,54,66,28,33,1925,Reg6,2
61228,78,37,41,61,50,35,17,1926,Reg1,2
61228,78,37,41,61,50,35,17,1927,Reg1,2
61232,40,16,24,68,68,18,12,1928,Reg2,2
61232,40,16,24,68,68,22,12,1929,Reg2,2
61233,115,61,54,75,74,39,8,1930,Reg1,3
61233,115,61,54,75,74,40,8,1931,Reg1,3
61233,115,61,54,75,74,39,8,1932,Reg1,3
61237,111,49,62,71,59,33,8,1934,Reg3,3
61237,111,49,62,71,59,33,8,1935,Reg3,3
61237,111,49,62,71,59,34,8,1936,Reg3,3
61238,58,29,29,69,67,29,26,1937,Reg1,2
61238,58,29,29,69,67,29,26,1938,Reg1,2
61239,97,48,49,66,66,34,26,1940,Reg6,3
61239,97,48,49,66,66,30,26,1941,Reg6,3
61239,97,48,49,66,66,33,26,1939,Reg6,3
61240,42,20,22,70,65,22,44,1942,Reg1,2
61240,42,20,22,70,65,20,44,1943,Reg1,2
61243,19,8,11,58,49,19,66,1944,Reg3,1
61244,88,49,39,74,69,27,22,1945,Reg1,3
61244,88,49,39,74,69,31,22,1946,Reg1,3
61244,88,49,39,74,69,30,22,1947,Reg1,3
61247,118,59,59,71,68,29,10,1949,Reg5,4
61247,118,59,59,71,68,31,10,1950,Reg5,4
61247,118,59,59,71,68,31,10,1952,Reg5,4
61247,118,59,59,71,68,27,10,1951,Reg5,4
61248,71,29,42,60,61,36,19,1953,Reg6,2
61248,71,29,42,60,61,37,19,1954,Reg6,2
61251,102,50,52,77,80,31,27,1955,Reg5,3
61251,102,50,52,77,80,30,27,1957,Reg5,3
61251,102,50,52,77,80,29,27,1956,Reg5,3
61252,82,43,39,59,65,26,42,1958,Reg5,3
61252,82,43,39,59,65,28,42,1959,Reg5,3
61252,82,43,39,59,65,29,42,1960,Reg5,3
61253,73,30,43,71,65,37,16,1961,Reg6,2
61253,73,30,43,71,65,36,16,1962,Reg6,2
61254,48,21,27,71,57,28,10,1964,Reg3,2
61254,48,21,27,71,57,29,10,1963,Reg3,2
61255,68,34,34,77,75,35,23,1965,Reg1,2
61255,68,34,34,77,75,35,23,1966,Reg1,2
61256,64,28,36,71,72,31,5,1967,Reg3,2
61256,64,28,36,71,72,32,5,1968,Reg3,2
61261,75,37,38,67,61,32,23,1969,Reg6,2
61261,75,37,38,67,61,31,23,1970,Reg6,2
61262,63,29,34,72,64,33,13,1971,Reg6,2
61262,63,29,34,72,64,33,13,1972,Reg6,2
61265,20,13,7,62,50,20,36,1973,Reg2,1
61269,60,33,27,70,68,31,10,1974,Reg1,2
61269,60,33,27,70,68,31,10,1975,Reg1,2
61271,19,12,7,67,61,19,34,1977,Reg2,1
61274,30,15,15,71,61,30,16,1978,Reg1,1
61277,80,43,37,68,59,27,24,1979,Reg3,3
61277,80,43,37,68,59,25,24,1981,Reg3,3
61277,80,43,37,68,59,27,24,1980,Reg3,3
61278,75,33,42,69,71,38,15,1982,Reg6,2
61278,75,33,42,69,71,37,15,1983,Reg6,2
61284,58,26,32,66,68,30,25,1984,Reg2,2
61284,58,26,32,66,68,30,25,1985,Reg2,2
61290,55,29,26,78,71,27,29,1986,Reg5,2
61290,55,29,26,78,71,28,29,1987,Reg5,2
61291,81,38,43,76,69,39,8,1988,Reg1,2
61291,81,38,43,76,69,42,8,1989,Reg1,2
61292,34,14,20,66,63,34,49,1990,Reg1,1
61293,77,31,46,78,73,31,7,1991,Reg4,2
61293,77,31,46,78,73,47,7,1992,Reg4,2
61294,54,29,25,71,64,28,36,1993,Reg1,2
61294,54,29,25,71,64,26,36,1994,Reg1,2
61297,87,47,40,66,56,37,23,1996,Reg6,2
61297,87,47,40,66,56,40,23,1995,Reg6,2
61298,66,41,25,69,72,32,7,1997,Reg3,2
61298,66,41,25,69,72,33,7,1998,Reg3,2
61299,32,32,0,52,34,32,19,1999,Reg2,1
61300,60,29,31,65,60,30,12,2000,Reg1,2
61300,60,29,31,65,60,31,12,2001,Reg1,2
61308,20,8,12,63,62,20,40,2003,Reg3,1
61311,72,37,35,60,69,36,25,2004,Reg6,2
61311,72,37,35,60,69,36,25,2005,Reg6,2
61312,50,24,26,65,59,24,41,2006,Reg1,2
61312,50,24,26,65,59,26,41,2007,Reg1,2
61314,44,27,17,67,57,27,36,2008,Reg6,2
61314,44,27,17,67,57,17,36,2009,Reg6,2
61316,70,35,35,77,75,36,9,2010,Reg6,2
61316,70,35,35,77,75,35,9,2011,Reg6,2
61317,76,46,30,75,70,32,5,2012,Reg3,2
61317,76,46,30,75,70,33,5,2013,Reg3,2
61318,30,15,15,67,66,30,54,2014,Reg3,1
61320,80,41,39,77,73,35,11,2015,Reg1,2
61320,80,41,39,77,73,34,11,2016,Reg1,2
61321,49,25,24,49,54,27,35,2017,Reg6,2
61321,49,25,24,49,54,27,35,2018,Reg6,2
61325,66,32,34,68,64,32,17,2019,Reg3,2
61325,66,32,34,68,64,34,17,2020,Reg3,2
61326,54,25,29,78,75,27,18,2021,Reg1,2
61326,54,25,29,78,75,27,18,2022,Reg1,2
61327,61,30,31,81,71,27,5,2023,Reg2,2
61327,61,30,31,81,71,33,5,2024,Reg2,2
61329,87,37,50,74,72,30,16,2025,Reg3,3
61329,87,37,50,74,72,30,16,2026,Reg3,3
61329,87,37,50,74,72,28,16,2027,Reg3,3
61331,59,40,19,70,67,30,8,2028,Reg6,2
61331,59,40,19,70,67,30,8,2029,Reg6,2
61335,62,22,40,68,61,32,30,2032,Reg5,2
61335,62,22,40,68,61,32,30,2033,Reg5,2
61338,58,35,23,63,66,29,12,2035,Reg6,2
61338,58,35,23,63,66,29,12,2034,Reg6,2
61339,67,39,28,70,68,33,36,2036,Reg1,2
61339,67,39,28,70,68,34,36,2037,Reg1,2
61341,85,48,37,72,68,30,2,2038,Reg2,3
61341,85,48,37,72,68,29,2,2039,Reg2,3
61341,85,48,37,72,68,28,2,2040,Reg2,3
61343,39,13,26,76,68,39,21,2041,Reg6,1
61344,32,15,17,83,90,32,4,2042,Reg5,1
61346,68,46,22,77,73,34,5,2044,Reg2,2
61346,68,46,22,77,73,34,5,2045,Reg2,2
61347,19,8,11,64,51,19,65,2046,Reg6,1
61348,27,10,17,84,82,27,3,2047,Reg5,1
61349,48,25,23,60,53,25,34,2048,Reg3,2
61349,48,25,23,60,53,24,34,2049,Reg3,2
61350,28,15,13,78,81,28,20,2050,Reg5,1
61351,16,6,10,83,78,16,26,2051,Reg2,1
61359,133,73,60,74,73,35,3,2052,Reg1,4
61359,133,73,60,74,73,34,3,2053,Reg1,4
61359,133,73,60,74,73,34,3,2054,Reg1,4
61359,133,73,60,74,73,32,3,2055,Reg1,4
61364,66,41,25,81,69,33,0,2057,Reg2,2
61364,66,41,25,81,69,33,0,2058,Reg2,2
61365,20,16,4,53,49,20,60,2059,Reg1,1
