sheet,chain,co_owned,state,southj,centralj,northj,pa1,pa2,shore,ncalls,empft,emppt,nmgrs,wage_st,inctime,firstinc,bonus,pctaff,meals,open,hrsopen,psoda,pfry,pentree,nregs,nregs11,type2,status2,date2,ncalls2,empft2,emppt2,nmgrs2,wage_st2,inctime2,firstin2,special2,meals2,open2r,hrsopen2,psoda2,pfry2,pentree2,nregs2,nregs112,fte,fte2,dfte,gap,dw,sample
237,1,0,1,0,0,1,0,0,0,2,12,11,4,4.25,13,.25,0,50,2,7,16,1.11,.94999999,1.01,2,2,1,1,110992,,9,17,4,5.0500002,4,.2,0,2,7,15.5,.94,.94,1,2,2,17.5,17.5,0,.1882353,.80000019,1
238,2,1,1,0,0,1,0,0,0,2,0,22,3,4.75,9,.12,0,100,1,11,12,1.0599999,1.02,2.3399999,5,3,1,1,111192,,25,15,5,5.0500002,13,.25,1,1,11,12,1.05,1.05,2.3199999,5,3,11,32.5,21.5,.063157894,.30000019,1
239,2,0,1,0,0,1,0,0,0,1,15,4,3,4.25,13,.25,0,35,1,10.5,13.5,1.05,.94999999,2.74,5,3,1,1,111292,,0,19,2,5.0500002,26,.28,0,1,10.5,12.5,1.05,.83999997,2.3199999,5,3,17,9.5,-7.5,.1882353,.80000019,1
243,3,1,1,0,0,1,0,0,0,0,7,25,3,4.5,8,.25,0,40,2,6,16.5,1.0700001,1.02,.74000001,6,3,1,1,111192,,7,22,3,5.0500002,26,.1,0,2,7,15.5,1.11,1.0599999,1.05,6,2,19.5,18,-1.5,.12222222,.55000019,1
244,3,1,1,0,0,1,0,0,0,3,12,30,3,4.25,4,.25,0,40,2,6,18,1.17,1.12,1.02,4,3,1,1,111192,,16,12,6,5.0500002,26,.25,0,2,7,17,1.11,1.12,1.05,5,3,27,22,-5,.1882353,.80000019,1
247,4,0,1,0,0,1,0,0,0,3,0,40,4,4.5,13,.1,0,75,2,10.5,15.5,1.0599999,1.05,1.0599999,2,2,2,1,121792,7,0,40,4,5.0500002,,,1,2,10.5,15.5,1.11,1.09,2.0699999,2,2,20,20,0,.12222222,.55000019,1
248,4,0,1,0,0,1,0,0,0,2,8,16,6,4.75,13,.37,0,,2,10,16,1.17,.94999999,.85000002,2,2,1,1,111392,,10,14,6,5.0500002,26,.25,0,2,10,16,1.37,.94999999,2.03,2,1,16,17,1,.063157894,.30000019,1
249,1,0,1,1,0,0,0,0,1,1,6,6,4,4.3699999,4,.25,0,63,1,7,15,1.13,1.0599999,.94999999,3,2,1,1,110992,,10,12,3,5.0500002,4,.1,0,1,7,15,1.01,1.01,.94,3,2,9,16,7,.15560643,.68000031,1
250,2,1,1,1,0,0,0,0,1,2,1,4,2,4.5,13,.30000001,0,100,1,11,10,.85000002,,,4,1,1,1,111292,,2,4,3,5.0500002,6,.25,0,1,11,10,.94,.83999997,2.52,5,3,3,4,1,.12222222,.55000019,1
253,3,1,1,1,0,0,0,0,0,0,7,7,3,4.8699999,52,,0,,2,7,13,1.23,1.0599999,2.3,2,2,1,1,111192,,4,8,6,5.0500002,52,.23,,2,7,16,1.23,1.11,2.28,3,2,10.5,8,-2.5,.036961012,.18000031,1
257,1,0,1,1,0,0,0,0,1,2,20,10,3,4.25,39,.2,0,10,2,7,16,1.02,.88,.91000003,2,2,2,2,121492,2,,,,,,,,,,,,,,,,25,,,.1882353,,0
258,1,0,1,1,0,0,0,0,0,0,4,22,3,4.25,8,.15000001,0,38,2,7,16,1.0599999,.92000002,.89999998,3,3,1,1,110992,,20,18,3,5.0500002,13,,0,2,6,18,1.08,.94,.83999997,3,3,15,29,14,.1882353,.80000019,1
260,1,1,1,1,0,0,0,0,0,2,10,20,4,4.25,4,.17,1,100,2,7,16,1.0599999,.93000001,.88,4,2,1,1,110992,,4,26,5,5.0500002,8,.28,0,2,7,16,1.09,.94,.93000001,3,3,20,17,-3,.1882353,.80000019,1
262,1,0,1,1,0,0,0,0,0,0,7,13,3,4.25,13,.25,0,78,2,6.5,16.5,1.0599999,.94999999,1.0599999,4,4,1,1,110992,,0,22.5,3,5.0500002,,.25,0,2,6.5,17.5,1.08,1.02,.87,3,3,13.5,11.25,-2.25,.1882353,.80000019,1
264,1,0,1,1,0,0,0,0,0,5,0,10,2,4.25,13,.25,1,60,3,7,15,1.02,.88,.91000003,2,2,2,1,121492,2,0,23,5,5.0500002,14,,0,2,7,16,1.05,1.11,.94,3,3,5,11.5,6.5,.1882353,.80000019,1
265,1,0,1,1,0,0,0,0,0,3,0,20,1,4.25,26,.15000001,0,100,2,7,16,1.02,.88,.94,3,3,2,3,121492,1,0,0,0,,,,,,,,,,,,,10,0,-10,.1882353,,0
267,1,0,1,1,0,0,0,0,0,0,6.5,20,3,4.25,26,.22,0,80,2,7,16,.89999998,.80000001,.80000001,3,2,1,1,110992,,30,25,5,5.0500002,26,.2,0,3,7,16,1.05,.88,.91000003,3,2,16.5,42.5,26,.1882353,.80000019,1
269,2,1,1,1,0,0,0,0,0,0,2,10,3,4.4499998,13,.12,0,33,2,11,10,.94999999,.69,1.5,4,3,1,1,111892,3,10,3,4,5.0500002,26,.17,0,2,11,11,.94,.73000002,2.3199999,4,3,7,11.5,4.5,.1348315,.60000038,1
273,2,1,1,1,0,0,0,0,0,0,2,14,4,4.6199999,13,.2,0,95,1,11,10,.94999999,.74000001,2.3399999,4,3,1,1,111792,2,2,11,3,5.0500002,6,.18000001,0,1,11,10,.94999999,.74000001,2.3199999,4,3,9,7.5,-1.5,.093073621,.43000031,1
275,2,1,1,1,0,0,0,0,0,0,4,4,4,4.25,9,.25,0,38,2,11,11,.94999999,.79000002,2.3399999,4,3,1,1,111492,2,1,8,2,5.0500002,13,.38999999,0,1,11,10.5,.94,.73000002,2.3199999,4,2,6,5,-1,.1882353,.80000019,1
277,2,1,1,1,0,0,0,0,0,0,2,15,3,4.25,9,.25,0,10,3,11,10,.94999999,.85000002,2.3399999,3,3,1,1,111492,1,1,14,3,5.0500002,,,0,1,11,10,.94,.73000002,2.3199999,3,3,9.5,8,-1.5,.1882353,.80000019,1
278,2,1,1,1,0,0,0,0,0,0,3,4,3,4.25,3,.25,0,43,2,11,10,.94999999,.74000001,2.1900001,4,3,1,1,111392,,0,9,4,5.0500002,,,0,1,11,11,.94999999,.73000002,2.3199999,5,3,5,4.5,-.5,.1882353,.80000019,1
282,3,1,1,1,0,0,0,0,0,2,2,14,3,4.25,13,.13,0,25,2,6,16,1.0599999,.91000003,.79000002,4,3,2,3,121492,1,0,0,0,,,,,,,,,,,,,9,0,-9,.1882353,,0
284,3,1,1,1,0,0,0,0,0,1,5,23,4,4.5,13,.25,1,88,2,6,16,1.02,.91000003,.91000003,5,4,1,1,111692,1,6,12,3,5.0500002,26,.28,0,2,6,16,1.01,1.01,.94,4,3,16.5,12,-4.5,.12222222,.55000019,1
285,3,1,1,1,0,0,0,0,0,1,3,25,3,4.75,4,.25,0,70,2,6,16,1.02,.91000003,.80000001,4,2,1,1,111292,,3,15,3,5.0500002,52,.13,0,2,6,16,1.01,1.01,1.01,4,2,15.5,10.5,-5,.063157894,.30000019,1
286,3,1,1,1,0,0,0,0,0,4,1,15,3,4.75,13,.25,0,66,2,10,11.5,1.12,,.94999999,2,1,1,1,111692,1,2,15,3,5.0500002,26,.18000001,0,2,10,11.5,1.02,1.01,.94,2,1,8.5,9.5,1,.063157894,.30000019,1
287,3,1,1,1,0,0,0,0,0,2,3,18,3,4.5,13,.17,0,70,2,6,16,1.0599999,.91000003,.94999999,5,3,1,1,111292,,2,15,3,5.0500002,4,.15000001,0,2,6,16,1.01,1.01,.94,5,3,12,9.5,-2.5,.12222222,.55000019,1
288,3,1,1,1,0,0,0,0,0,3,0,20,3,4.75,,.25,0,15,2,6,16,1.02,.94999999,.94999999,6,4,1,1,111292,,5,9,3,5.0500002,19,.15000001,0,2,6,16,1.01,1.01,.88999999,5,2,10,9.5,-.5,.063157894,.30000019,1
289,3,1,1,1,0,0,0,0,0,2,2,12,2,4.25,13,.2,0,50,2,6,16,1.02,.94999999,.94999999,5,3,1,1,111292,,3,10,2,5.0500002,26,.25,0,2,7,15,1.01,1.01,2,6,3,8,8,0,.1882353,.80000019,1
290,4,0,1,1,0,0,0,0,0,1,8,12,3,4.75,26,.1,0,35,3,10.5,12.5,.94999999,.88999999,.94999999,2,2,1,1,111392,1,0,23,2,5.0500002,,,0,1,10.5,11.5,1,.85000002,.94,2,2,14,11.5,-2.5,.063157894,.30000019,1
291,4,0,1,1,0,0,0,0,0,0,4,20,3,4.5500002,16,.12,0,25,1,10.5,11.5,.94999999,.86000001,.94999999,2,2,1,1,111392,,5,16,3,5.0999999,17,.1,1,2,10.5,11.5,1,.85000002,.94,2,2,14,13,-1,.10989007,.54999971,1
292,4,0,1,1,0,0,0,0,1,2,10,15,3,4.8000002,26,.12,0,2,1,7,16,.94999999,.92000002,.94999999,2,1,1,1,111392,,15,11,3,5.0500002,52,.25,1,1,7,16,1,.83999997,2.6900001,2,2,17.5,20.5,3,.052083291,.25,1
295,1,0,1,0,0,1,0,0,0,3,8,9,3,4.75,26,.12,0,100,2,6.5,16.5,1.0599999,.94999999,.94999999,3,3,2,1,121592,1,,21,4,5.0500002,28,.18000001,0,2,6,18,1.05,.94,.94,3,3,12.5,,,.063157894,.30000019,0
297,1,1,1,0,0,1,0,0,0,1,9,15,3,4.25,13,.050000001,0,100,2,7,16,1.0599999,.91000003,.98000002,3,3,1,1,111792,2,15,30,4,5.0500002,26,.15000001,0,2,7,16,1.05,.94,.98000002,3,2,16.5,30,13.5,.1882353,.80000019,1
303,3,1,1,0,0,1,0,0,0,0,10,35,3,4.3499999,26,.27000001,1,28,2,6,17,1.12,1,1.02,6,5,1,1,111692,,12,35,3,5.0500002,13,.15000001,0,2,7,16,1.05,1.05,1.05,5,3,27.5,29.5,2,.16091956,.70000029,1
304,3,0,1,0,0,1,0,0,0,3,10,20,3,4.5,26,.37,0,50,2,6,17,1.27,1.27,2.24,5,3,1,1,111292,,10,15,4,5.0500002,26,.38,1,1,0,24,1.4,1.29,1.05,5,5,20,17.5,-2.5,.12222222,.55000019,1
305,3,1,1,0,0,1,0,0,0,2,0,20,3,4.3899999,,,0,,2,6,17,1.27,1.27,1.0599999,5,4,1,1,111792,1,5,22,4,5.0500002,2,.34999999,0,1,6,18,1.37,1.3099999,1.05,5,4,10,16,6,.15034172,.66000032,1
307,3,1,1,0,0,1,0,0,0,0,17.5,17.5,4,4.25,15,.5,0,90,2,6,18,1.1900001,1.1900001,1.0599999,5,5,1,1,111892,1,25,25,6,5.1999998,,,0,2,0,24,1.26,,1.05,5,5,26.25,37.5,11.25,.1882353,.94999981,1
310,4,0,1,0,0,1,0,0,0,2,0,28,4,4.25,13,.25,1,61,2,10.5,11.5,.91000003,.91000003,1.9400001,2,1,1,1,111392,,3,23,3,5.0500002,26,.30000001,0,2,10.5,11.5,.97000003,.89999998,2.0599999,2,2,14,14.5,.5,.1882353,.80000019,1
312,1,0,1,1,0,0,0,0,1,3,4,6,3,4.25,10,.22,0,100,1,8,11,1.22,1.0599999,.93000001,3,1,1,1,110992,,3,2,3,5.0500002,4,.25,0,1,9,10,1.26,1.05,1.02,3,1,7,4,-3,.1882353,.80000019,1
313,1,0,1,1,0,0,0,0,1,0,11,9,4,4.5,4,.25,0,80,1,7,15,1.0599999,.93000001,.94,3,2,1,1,110992,,0,30,,5.0500002,8,.25,0,1,7,15,1,1.01,.88999999,3,3,15.5,15,-.5,.12222222,.55000019,0
314,1,0,1,1,0,0,0,0,1,8,8,12,3,4.6199999,4,.25,0,80,1,7,15,1.0599999,.94999999,.91000003,3,2,1,1,110992,,15,6,4,5.25,13,.15000001,0,1,6,16,1.05,.74000001,.94,3,3,14,18,4,.093073621,.63000011,1
316,1,1,1,1,0,0,0,0,1,0,15,15,3,4.6199999,8,.25,0,10,2,7,16,1.0599999,.92000002,.87,3,2,1,1,111692,,12,14,3,5.0500002,26,.15000001,1,2,7,16,1.05,.94,.94,,,22.5,19,-3.5,.093073621,.43000031,1
317,1,0,1,1,0,0,0,0,1,3,0,8,2,4.25,13,.17,0,100,1,8,12,1.22,.93000001,.95999998,3,1,1,1,111792,1,4,0,3,5.0500002,8,.13,0,1,8,10.5,1.26,1.05,1.05,2,1,4,4,0,.1882353,.80000019,1
318,2,0,1,1,0,0,0,0,1,3,5,7,3,4.75,13,.25,1,36,2,11,12,1.23,.98000002,2.6099999,3,3,1,1,111292,,7,6,4,5.0500002,13,.5,1,1,10.5,11.5,1.11,.94999999,2.5899999,3,3,8.5,10,1.5,.063157894,.30000019,1
319,2,0,1,1,0,0,0,0,1,2,0,11,3,4.6199999,2.5,.12,1,,2,10.5,12.5,1.0599999,.85000002,3.95,,,1,1,111292,,22,4,3,5.0500002,13,.25,1,1,10.5,11.5,.94999999,.89999998,2.4300001,4,3,5.5,24,18.5,.093073621,.43000031,1
322,3,1,1,1,0,0,0,0,1,0,8,13,4,4.75,13,.15000001,0,25,2,6,16,1.0599999,1.0599999,1.02,6,2,1,1,111692,1,12,5,4,5.0500002,13,,0,2,7,15,.95999998,1.01,.94,6,3,14.5,14.5,0,.063157894,.30000019,1
325,3,1,1,1,0,0,0,0,1,0,4,15,4,4.5,10,.25,0,50,2,6,15,1.09,1.0599999,.79000002,6,3,1,1,111692,,1,15,3,5.0500002,26,.1,0,2,7,15,1.02,1.01,1.01,6,3,11.5,8.5,-3,.12222222,.55000019,1
333,1,0,1,0,1,0,0,0,0,0,2,16.5,4,4.25,13,.2,0,100,2,7,15,1.02,.88,.81999999,4,,1,1,110992,,3,20,3,5.0500002,13,.18000001,0,2,7,15,1.04,.87,.87,3,3,10.25,13,2.75,.1882353,.80000019,1
336,1,0,1,1,0,0,0,0,0,2,28,12,4,4.5,4,.2,0,80,2,7,15,1.02,.91000003,.93000001,3,2,1,1,110992,,10,20,5,5.0500002,6,.2,0,2,6,16,.94999999,1.05,.94,3,3,34,20,-14,.12222222,.55000019,1
337,1,1,1,1,0,0,0,0,0,0,5,29.5,5,4.8699999,,.30000001,0,90,3,7,17,1.0599999,.93000001,.93000001,4,3,1,1,110992,,25,5,3,5.0500002,26,,0,2,7,17,,,,,,19.75,27.5,7.75,.036961012,.18000031,1
339,1,1,1,1,0,0,0,0,0,2,18,6,2,4.25,26,.37,0,70,3,7,16,1.0599999,.85000002,.94999999,3,3,1,1,111692,,5,9,2,5.0500002,13,.25,1,1,7,16,.94999999,.94999999,.94999999,3,3,21,9.5,-11.5,.1882353,.80000019,1
340,1,0,1,1,0,0,0,0,0,3,6,30,3,4.25,26,.1,0,30,2,7.5,14.5,.95999998,.94999999,.85000002,5,4,1,1,111692,,15,17,2,5.0500002,8,.15000001,0,2,6,16,1.05,.83999997,.83999997,5,4,21,23.5,2.5,.1882353,.80000019,1
341,2,1,1,1,0,0,0,0,0,0,2,7,2,4.6199999,4,.25,0,33,1,11,9.5,.94999999,.74000001,2.3399999,3,3,1,1,111492,,3,7,3,5.0500002,,,0,1,11,11,.89999998,.83999997,2.3199999,4,2,5.5,6.5,1,.093073621,.43000031,1
343,2,1,1,1,0,0,0,0,0,0,10,6,2,4.75,26,.25,0,43,2,11,10.5,.94999999,.74000001,2.3399999,4,3,1,1,111892,4,4,11,2,5.0500002,6,.15000001,0,2,11,12,.94999999,.85000002,2.3199999,4,3,13,9.5,-3.5,.063157894,.30000019,1
346,2,1,1,1,0,0,0,0,0,0,2,10.5,2,4.25,19,.2,0,,2,11,10,.94999999,,,4,3,1,1,111292,,3,12,3,,,,0,1,11,11,.85000002,,,,,7.25,9,1.75,.1882353,,0
348,3,1,1,0,1,0,0,0,0,0,3,10.5,3,4.25,13,.2,0,75,2,10.5,10.5,1.02,1.0599999,.94999999,3,2,2,3,121892,1,0,0,0,,,,,,,,,,,,,8.25,0,-8.25,.1882353,,0
350,3,1,1,1,0,0,0,0,0,0,8,9,4,4.75,13,.37,0,60,2,6,16,1.0599999,.91000003,1.12,5,,1,1,111892,1,5,20,2,5.0500002,13,.23,0,2,6,17,1.01,1.01,.88999999,5,4,12.5,15,2.5,.063157894,.30000019,1
351,3,1,1,1,0,0,0,0,0,1,2,27.5,3,4.25,,,0,,2,6,16,1.02,.89999998,.94999999,4,3,1,1,111792,2,10,20,4,5.0500002,52,.52999997,0,2,6,16,1.01,1.01,.73000002,4,2,15.75,20,4.25,.1882353,.80000019,1
352,3,1,1,0,0,1,0,0,0,0,0,19,4,4.75,8,.25,0,50,2,10,11.5,1.12,.91000003,.99000001,2,2,2,5,122392,9,,,,,,,,,,,.94999999,.94999999,.88999999,,,9.5,,,.063157894,,0
353,3,1,1,1,0,0,0,0,0,0,7.5,22.5,3,4.3699999,13,.22,0,90,2,6,16,1.0700001,.85000002,.94999999,5,3,2,1,121492,4,,31,4,5.0500002,28,,0,2,6,16,1.01,1.01,.88999999,3,3,18.75,,,.15560643,.68000031,0
355,4,0,1,0,1,0,0,0,0,0,2,17,3,4.8699999,26,.15000001,1,100,1,10.5,11.5,.94999999,.92000002,.94999999,2,2,1,1,111392,,3,17,2,,,,0,1,10.5,11.5,1,.85000002,.88999999,2,2,10.5,11.5,1,.036961012,,0
359,1,1,1,1,0,0,0,0,0,1,0,22,4,4.25,26,.17,0,100,2,7,15,1.02,.85000002,.81999999,3,3,1,1,111692,,0,26,4,5.0500002,26,.25,0,2,7,16,1.05,.87,.81999999,3,2,11,13,2,.1882353,.80000019,1
360,1,0,1,1,0,0,0,0,0,0,3,25,2,4.25,13,.15000001,1,100,2,7,15,1.0599999,.83999997,.88999999,3,3,1,1,111692,,5,32,7,5.0500002,4,.25,0,2,7,16,1.05,.87,.81999999,3,3,15.5,21,5.5,.1882353,.80000019,1
361,1,0,1,1,0,0,0,0,0,0,6,13,5,4.25,26,.22,0,100,2,7,16,1.02,.91000003,.85000002,3,3,1,1,110792,,4,23,6,5.0500002,26,.18000001,0,2,7,16,.89999998,.93000001,.92000002,3,2,12.5,15.5,3,.1882353,.80000019,1
362,2,0,1,1,0,0,0,0,0,0,6,13,,4.25,13,.66000003,1,100,2,10.5,12.5,1.0599999,.81,2.45,5,3,1,1,111292,,24,4,4,5.0500002,13,.18000001,0,1,10.5,12.5,1.05,.83999997,2.4300001,5,3,12.5,26,13.5,.1882353,.80000019,0
363,2,0,1,1,0,0,0,0,0,2,0,25,3,4.25,18,.18000001,0,75,2,10.5,12.5,1.0599999,.80000001,2.45,4,3,1,1,111292,,14,7,2,5.1999998,4,.13,0,2,10.5,12.5,1.01,.80000001,2.4300001,4,4,12.5,17.5,5,.1882353,.94999981,1
364,2,0,1,1,0,0,0,0,0,3,3.5,20,3,4.25,13,.12,1,,2,11,12,.94999999,.85000002,2.45,4,4,1,1,111492,,1,30,4,5.0500002,52,.25,0,1,10.5,12.5,1.05,.83999997,2.4300001,5,3,13.5,16,2.5,.1882353,.80000019,1
366,3,0,1,1,0,0,0,0,0,3,2,17,3,4.5,13,.25,0,50,2,10.5,11.5,1.02,.91000003,.63,5,4,1,1,111892,1,1,19,4,5.0500002,13,.25,0,2,10.5,11.5,1.01,.89999998,.63,4,3,10.5,10.5,0,.12222222,.55000019,1
368,4,0,1,1,0,0,0,0,0,1,0,20,3,4.25,13,.15000001,0,20,3,10.5,12.5,.88999999,.86000001,.94999999,2,1,1,1,111392,,0,25,2,5.0500002,19,.15000001,0,1,10.5,11.5,1,.85000002,.94999999,2,2,10,12.5,2.5,.1882353,.80000019,1
369,1,1,1,0,0,1,0,0,0,1,0,15,4,4.3499999,18,.12,0,87,2,7,15,1.17,1.0599999,1.17,3,2,2,3,120992,,0,0,0,,,,,,,,,,,,,7.5,0,-7.5,.16091956,,0
370,1,0,1,0,0,1,0,0,0,0,20,11.5,3.3,4.8499999,18,.25,0,80,3,7,16,1.0599999,.94999999,.94999999,3,2,1,1,110792,,26,5,3,5.0500002,,.1,1,3,7,16,,,,3,2,25.75,28.5,2.75,.041237134,.20000029,1
376,1,0,1,0,0,1,0,0,0,3,4,10,4,4.5,13,.1,0,,2,8,14,.94999999,.94999999,.95999998,8,4,1,1,111792,2,0,17,3,5.0500002,15,.2,1,2,8,14,1.26,1.01,1,3,3,9,8.5,-.5,.12222222,.55000019,1
377,1,0,1,0,0,1,0,0,0,3,12,6,3,4.25,26,.15000001,1,90,2,8,14,1.0599999,.94999999,.94999999,3,2,1,1,110792,,11,12,3,5.0500002,26,.2,0,2,8,14,1.05,.94999999,.94,3,1,15,17,2,.1882353,.80000019,1
379,1,0,1,0,0,1,0,0,0,0,20,12,4,4.6199999,26,.17,0,30,3,7,16,1.0599999,1.0599999,.94999999,3,2,1,1,111792,1,28,6,3,5.0500002,52,.15000001,1,1,7,16,1.0599999,1.0599999,1.0599999,3,2,26,31,5,.093073621,.43000031,1
380,1,0,1,0,0,1,0,0,0,0,10,15,3,4.5,52,.2,0,50,3,7,16,1.0599999,.94999999,.94999999,3,2,1,1,110792,,15,14,3,5.0500002,26,.13,0,1,7,16,1.05,.94,.94,3,2,17.5,22,4.5,.12222222,.55000019,1
383,1,0,1,0,0,1,0,0,0,3,6,4,2,4.5,26,.25,0,30,1,7,16,1.15,.94999999,.94999999,2,2,1,1,111892,2,7,2,2,5.0500002,26,.38,0,1,7,16,1.16,1.01,1.05,2,2,8,8,0,.12222222,.55000019,1
384,1,0,1,0,0,1,0,0,0,3,,,3,4.6500001,26,.25,0,,2,7,16,1.0599999,.94999999,.94999999,3,2,1,1,110792,,0,30,3,5.0500002,26,.1,0,3,7,16,1.05,1.05,.88999999,3,2,,15,,.086021483,.4000001,0
385,1,0,1,0,0,1,0,0,0,2,16,14,3,4.25,,.15000001,1,25,1,7,17,,,,3,2,2,1,120992,4,15,14,3,5.0500002,28,.1,0,2,7,17,1.16,1.22,.41,3,3,23,22,-1,.1882353,.80000019,1
386,1,0,1,0,0,1,0,0,0,0,0,19,3,4.25,39,.25,0,,1,7,17,1.0599999,.94999999,.94999999,3,2,1,1,111692,,14,10,4,5.0500002,26,.25,0,1,7,17,1.05,.94999999,.94999999,4,2,9.5,19,9.5,.1882353,.80000019,1
391,2,0,1,0,0,1,0,0,0,3,15,5,2,4.25,6,.12,0,12,2,11,10,1.0599999,1.0599999,2.6600001,3,3,1,1,111492,2,12,7,2,5.0500002,,,0,2,11,10,1.05,1.05,2.6400001,4,3,17.5,15.5,-2,.1882353,.80000019,1
393,2,1,1,0,0,1,0,0,0,4,4,10,3,4.6199999,2,.25,0,100,2,11,11,1.17,1.27,2.77,3,2,1,1,111792,3,18,4,3,5.25,13,.25,1,1,11,11,1.16,1.26,2.75,3,2,9,20,11,.093073621,.63000011,1
396,3,1,1,0,0,1,0,0,0,1,24,16,4,4.8699999,9,.37,0,10,2,6,17,1.27,1.0700001,2.1300001,5,3,1,1,111192,,8,30,3,5.4000001,26,.1,0,2,7,16,1.11,1.05,1.05,5,3,32,23,-9,.036961012,.53000021,1
397,3,1,1,0,0,1,0,0,0,2,4,28,3,4.25,52,.62,0,85,2,6,17,1.12,1.02,1.0599999,4,3,2,1,122892,9,6,15,3,5.0500002,52,.23999999,0,2,6,17,1.17,1.0599999,2.1099999,4,3,18,13.5,-4.5,.1882353,.80000019,1
398,3,1,1,0,0,1,0,0,0,1,14,13,4,4.75,13,.15000001,0,25,2,6,17,1.12,1.0599999,1.0599999,5,4,2,1,121092,2,25,15,3,5.0500002,28,,0,2,6,17,1.11,1.0599999,1.05,5,3,20.5,32.5,12,.063157894,.30000019,1
399,3,1,1,0,0,1,0,0,0,0,13,8,3,4.8699999,18,.30000001,1,,2,6,17,1.27,1.04,1.12,7,3,1,1,111192,,18,18,4,5.0500002,26,.23,0,2,7,16,1.26,1.08,1.05,7,4,17,27,10,.036961012,.18000031,1
400,3,1,1,0,0,1,0,0,0,0,16,15,3,4.5,39,.5,0,50,3,6,17,1.2,1.0599999,1.0599999,5,5,1,1,111192,,8,24,3,5.0500002,41,.15000001,0,2,7,16,1.17,1.01,1.05,5,3,23.5,20,-3.5,.12222222,.55000019,1
401,3,0,1,0,0,1,0,0,0,0,8,6,4,4.25,13,.17,1,18,2,7,16,1.12,1.02,1.02,6,4,1,1,111792,2,5,27,4,5.0500002,26,.15000001,0,2,6,16,1.12,1.05,1.05,6,4,11,18.5,7.5,.1882353,.80000019,1
402,3,1,1,0,0,1,0,0,0,2,11,10,3,4.75,26,.25,0,20,2,6,16,1.12,1.02,1.0599999,4,2,1,1,111692,,17,5,2,5.0500002,26,.13,0,2,7,15,1.11,1.05,1.05,4,1,16,19.5,3.5,.063157894,.30000019,1
405,3,1,1,0,0,1,0,0,0,3,6,17,3,4.3200002,26,.12,0,57,2,6,17,1.12,1.02,1.0599999,7,4,1,1,111692,,1.5,15,3,5.0500002,26,.15000001,0,2,7,16,1.12,1.01,1.05,6,3,14.5,9,-5.5,.16898143,.73000002,1
410,1,0,1,0,0,1,0,0,0,0,0,35,3,4.25,26,.1,0,,3,7,16,1.04,1.12,1.02,4,3,1,1,111692,,0,35,3,5.0500002,26,.1,1,2,7,16,1.1900001,.98000002,1.01,4,3,17.5,17.5,0,.1882353,.80000019,1
411,1,0,1,0,0,1,0,0,0,1,0,36,3,4.5,26,.1,0,100,2,7,16,1.16,1.02,1.09,5,4,1,1,111692,,4,36,3,5.0500002,4,.13,1,2,7,16,1.15,1.01,1.01,5,4,18,22,4,.12222222,.55000019,1
412,2,0,1,0,1,0,0,0,0,0,0,17,2,4.5,,.37,0,18,1,11,11,1.0599999,1.02,2.3399999,5,2,1,1,111292,,0,13,2,5.0500002,,,0,1,11,11,1.15,1.05,2.6400001,5,3,8.5,6.5,-2,.12222222,.55000019,1
413,1,0,1,0,0,1,0,0,0,0,0,36,5,4.25,9,.5,0,100,1,6,17,1.12,1.02,1.0599999,4,3,1,1,110792,,0,20,3,5.0500002,26,.13,1,1,7,17,1.11,1.01,1.05,4,2,18,10,-8,.1882353,.80000019,1
414,1,0,1,0,0,1,0,0,0,0,0,36,5,4.25,26,,0,45,1,7,16,1.0599999,.94999999,1.11,4,2,1,1,111692,,13,9,4,5.0500002,26,.38,1,3,7,16,1.15,.94999999,1.13,4,3,18,17.5,-.5,.1882353,.80000019,1
415,1,0,1,0,0,1,0,0,0,0,8,32,5,4.25,9,,1,65,2,7,16,1.0599999,.91000003,.98000002,5,3,1,1,110792,,0,38,4,5.0500002,52,,0,2,7,16,1.05,.89999998,1.04,4,2,24,19,-5,.1882353,.80000019,1
417,1,1,1,0,0,1,0,0,0,0,4,28,3,4.25,13,.2,1,90,2,7,16,1.05,.94,1.0700001,4,4,1,1,110992,,13,17,4,5.0500002,26,.15000001,1,3,7,16,1.11,1.09,1,3,2,18,21.5,3.5,.1882353,.80000019,1
418,1,0,1,0,0,1,0,0,0,2,30,15,4,4.25,26,.1,1,10,2,8,15,1.02,1.01,.51999998,4,3,1,1,110992,,0,35,4,5.0500002,26,.15000001,0,2,7,16,1.03,.89999998,.58999997,3,3,37.5,17.5,-20,.1882353,.80000019,1
419,2,1,1,0,0,1,0,0,0,4,3,10,4,4.25,,.5,0,15,2,11,11,1.0599999,.85000002,2.3399999,4,4,2,1,121592,4,5,5,2,5.0500002,,,0,1,11,11,1.05,.83999997,2.53,4,3,8,7.5,-.5,.1882353,.80000019,1
421,2,1,1,0,0,1,0,0,0,3,20,10,8,4.6199999,4,.37,0,10,2,10.5,13,1.0599999,.85000002,2.3399999,4,2,1,1,111792,3,25,7,8,5.0500002,4,1,0,2,10.5,13,1.05,.83999997,2.3199999,4,2,25,28.5,3.5,.093073621,.43000031,1
422,2,0,1,0,0,1,0,0,0,2,0,7,3,4.75,,.25,0,,2,10,11,1.0599999,.85000002,2.3399999,4,2,1,1,111492,2,5,10,6,5.0500002,,,0,1,11,11,1.01,.83999997,2.3199999,4,4,3.5,10,6.5,.063157894,.30000019,1
